"latitude","longitude","price","rating"
41.3761156747485,2.16205510869506,"€",4.5
41.385524866069,2.18019604682922,"€€",4
41.3816400127092,2.16444512572555,"€",4.5
41.38726,2.17285,"€€",5
41.3859123,2.1707164,"€€",3.5
41.3834025010425,2.18430074973753,"€",4
41.3909517,2.167532,"€€",4
41.389234,2.1719364,"€€€",4.5
41.3836259579213,2.18369836629302,"€€",4.5
41.38688,2.16763,"€€",4
41.38906,2.16924,"€€",3.5
41.3837,2.16913,"€",4
41.38139,2.1553399,"€€",4.5
41.3857407953649,2.17348026435515,"€€",3
41.38432,2.18268,"€",4.5
41.3756218,2.15453,"€€",4.5
41.3805941562443,2.16714406548281,"€€",4
41.38186,2.1687599,"€€",4
41.4024951623078,2.17181160881923,"€",4.5
41.3888503,2.1815944,"€€",4
41.39225,2.16791,"€€",4
41.40493,2.15959,"€€",4.5
41.3846737,2.1795286,"€",4
41.3829117,2.18119,"€",4.5
41.3874228,2.1805846,"€",4
41.390286,2.162121,"€€€",4.5
41.379771,2.176196,"€€",4.5
41.378041452945,2.1432466628862,"€€",4.5
41.3868713,2.1786699,"€",4
41.38049,2.17509,"€€",3.5
41.3802146911621,2.17018270492554,"€€",4.5
41.3939614828687,2.16038163068845,"€",4.5
41.40043,2.15463,"€€€€",4
41.3859735061218,2.1800231918487,"€€",4.5
41.3939233659901,2.17213182037653,"€€",4
41.38355,2.18092,"€€",4
41.3744797,2.1649849,"€",4.5
41.3866782,2.1749735,"€",4
41.37817,2.17041,"€€€",4.5
41.4024,2.17553,"€€",4
41.39916,2.15471,"€€",4.5
41.3823874333058,2.18336578690264,"€€€",3.5
41.3919,2.16694,"€€€",4.5
41.3727418,2.1625194,"€",4.5
41.38045,2.17033,"€€",4.5
41.3866910429952,2.17494394630194,"€€",4
41.38369,2.18288,"€€€",5
41.409486,2.157131,"€€",5
41.3910448,2.1612863,"€€",4
41.382669,2.1757389,"€€",4
41.386561,2.180031,"€€",4
41.38574,2.1753999,"€€€€",4.5
41.3832890481937,2.18182682991028,"€€",4
41.377984,2.177746,"€€",4.5
41.3816584191967,2.18818957943288,"€€",4
41.38133,2.16244,"€",4.5
41.37814,2.16638,"€€",5
41.38684,2.15258,"€€",4.5
41.4029808044434,2.15357995033264,"€",4.5
41.4021891,2.1578919,"€€",4.5
41.3949,2.17119,"€€",4.5
41.38617,2.16127,"€€€€",5
41.3867564448765,2.18171417713165,"€€",4
41.38192,2.16985,"€",4
41.3964,2.16841,"€€€",5
41.3807487,2.1752601,"€€€",4.5
41.40416,2.17648,"€€",4
41.3849579531132,2.16657035041766,"€",4
41.38293,2.18258,"€€€€",4.5
41.380208,2.180721,"€€€",5
41.3826262,2.1634033,"€€€€",4.5
41.3983650774281,2.19848826819992,"€€",4.5
41.395134,2.159558,"€€",4
41.3831023,2.1811943,"€€",4
41.3731435239625,2.1657929841308,"€",4
41.4021640493504,2.1758733317256,"€€",4
41.3936217704249,2.18084755632625,"€",4
41.3846112288092,2.18044281005859,"€",4.5
41.3889515,2.1650126,"€€€",4
41.39956,2.15368,"€€",4.5
41.3785018980868,2.15240598465573,"€€€€",4.5
41.384699,2.1681859,"€€",4
41.3735337483667,2.16476388891912,"€",4.5
41.3805382,2.1877718,"€€",4.5
41.3800719600532,2.17981131254446,"€€",4.5
41.38044,2.1777,"€",4
41.3902499,2.1705586,"€€",4
41.37438,2.15448,"€€€€",4.5
41.3832703,2.1828599,"€€",4
41.3870099,2.16012,"€",4.5
41.3845,2.16962,"€€",4.5
41.37731,2.16389,"€€",4.5
41.3796843,2.1764359,"€€€",3.5
41.3823202989315,2.17199945119306,"€€",3.5
41.3819435,2.1665346,"€",4
41.3755746,2.1380863,"€€",5
41.38116,2.17815,"€€",4.5
41.38214,2.17216,"€€",4
41.39428,2.15363,"€€",4.5
41.388639,2.180059,"€",4.5
41.38365,2.18278,"€€",4.5
41.3897199,2.1591999,"€",4
41.3892212,2.15887,"€€",5
41.38596,2.16792,"€€",4.5
41.381475,2.1803167,"€€",4.5
41.3868309730791,2.16515333372915,"€",4
41.3848399,2.17992,"€€",4
41.38123,2.17443,"€€",4
41.3806989,2.1802603,"€€",4.5
41.381435,2.180226,"€€",4
41.4046016,2.1607109,"€€",4.5
41.38295,2.1709299,"€€",4
41.382169536589,2.17852004150845,"€€€",4
41.3975574750575,2.16008515325461,"€€",4
41.3894008078944,2.1587126857313,"€€",4.5
41.39123,2.16121,"€€",4.5
41.3944975530023,2.1598131698383,"€€€",4
41.3757524106128,2.18859414271709,"€€",4
41.40094,2.15958,"€",5
41.3938174488646,2.16595888137817,"€€",4
41.39965,2.15725,"€€",4
41.3911087,2.1709266,"€€€",4
41.3775348,2.1671708,"€",4.5
41.3918279,2.1551863,"€€",4
41.382443,2.177761,"€€",4.5
41.37762,2.19075,"€€€",4
41.3997498,2.15839,"€€",4.5
41.38012,2.16918,"€",4.5
41.396162,2.172481,"€€",4.5
41.3877304036885,2.16778985051381,"€",3.5
41.3809897583661,2.18105971813202,"€",5
41.3751299,2.1582542,"€€€",4
41.38609,2.1821,"€",4
41.3826899,2.17114,"€€",4
41.3818255980421,2.17161701772159,"€€",4
41.3870076528756,2.17432795337299,"€€€",4
41.37867,2.16065,"€€",4.5
41.3818542,2.175943,"€",4.5
41.383802,2.173956,"€€",4.5
41.3943674360491,2.17560486063996,"€",4.5
41.3879315783558,2.18091853383536,"€€",4.5
41.3880035,2.1812165,"€",4
41.3884087,2.1591301,"€€€",4.5
41.38113,2.18579,"€€",4
41.3871088592766,2.16763995587826,"€€",4.5
41.3796081542969,2.17072701454163,"€€",4.5
41.3850401316628,2.17934843541976,"€",5
41.3932092655187,2.15973177910411,"€",4.5
41.38418,2.1628,"€€",4.5
41.3995,2.16509,"€",4
41.3768648,2.1899738,"€",4.5
41.39912,2.17237,"€",4.5
41.37596,2.15724,"€€",5
41.3916865454901,2.16610562607832,"€€",3
41.37868617073,2.17375086446885,"€€",4.5
41.3872108459473,2.17578196525574,"€",4
41.3900185,2.15767,"€€",4.5
41.3755087,2.1679704,"€€",4.5
41.37596,2.167769,"€",4.5
41.3785604513763,2.15427658760842,"€",4.5
41.3882608,2.1508774,"€€",4
41.40904,2.15591,"€€",4.5
41.3838221,2.1799101,"€",4.5
41.3884964,2.1616904,"€€",4
41.38446,2.182,"€€",4
41.382201,2.1751135,"€€",4
41.40233,2.19978,"€€",4.5
41.382308,2.1720173,"€",4
41.3909811,2.1664555,"€€€€",4
41.3802499,2.17989,"€€",4.5
41.38065,2.17466,"€€",4
41.3906520145235,2.19020873308182,"€",4.5
41.4031502,2.1591307,"€€",4
41.4056676,2.155383,"€",4.5
41.3802094,2.1533269,"€",4.5
41.39316,2.16595,"€€",4
41.3820815,2.1819676,"€€",4.5
41.37991704,2.18016654,"€€",4
41.39132,2.15714,"€€€",4.5
41.38704,2.16242,"€€",4.5
41.37782,2.17302,"€€€",4.5
41.38502,2.17505,"€€",3.5
41.3842676787739,2.17020779155499,"€€",4
41.3775199,2.19061,"€€",4
41.39171,2.16597,"€€",3.5
41.38152,2.17671,"€€",4.5
41.3815358496903,2.17199236770625,"€€",4.5
41.383087,2.1550517,"€",4.5
41.3807432,2.1539067,"€€€",4.5
41.3742409,2.1545601,"€€",4
41.376175,2.154125,"€€€€",4.5
41.3815304034863,2.17159267017707,"€€",4.5
41.3857563608877,2.18236481204535,"€",4
41.38375,2.18004,"€€",4
41.3905182,2.1647799,"€€€",4
41.38348,2.18178,"€€",4
41.3854,2.17156,"€€",4
41.38088,2.17375,"€€",3.5
41.3801106393344,2.18743061442526,"€",4.5
41.3973603,2.1791563,"€€",4.5
41.377666425292,2.17146667976271,"€€",4
41.38627,2.17455,"€€",4.5
41.389304,2.172936,"€€",4
41.3871899,2.16764,"€€",4.5
41.37622,2.15791,"€€",4
41.38827,2.17285,"€€",4.5
41.3848799,2.1637035,"€",4.5
41.37742,2.17348,"€€",4.5
41.38516,2.17935,"€€",4
41.3811419,2.1797021,"€€",4.5
41.3826153,2.1692999,"€€",4
41.3935016622436,2.16208429588823,"€",4
41.4020844,2.1759075,"€",4.5
41.38123,2.18051,"€€",4.5
41.3781202196783,2.16622162715011,"€€",4.5
41.38461,2.1828599,"€",4
41.383392,2.1649888,"€",4
41.3841426,2.1829009,"€",4.5
41.38971,2.181,"€",4.5
41.4059285180154,2.17893143447532,"€",4.5
41.3792305,2.18924,"€€",4.5
41.3972405,2.155473,"€€€",4.5
41.3802373689724,2.18883660315652,"€",4.5
41.38491,2.1776399,"€",5
41.381088,2.17159,"€€",4.5
41.38717,2.17293,"€€",4
41.3910399,2.15451,"€€€",4.5
41.38312,2.17695,"€",4.5
41.4098389,2.181812,"€",4.5
41.37905,2.19195,"€€€",4
41.38332,2.1625,"€€€",4.5
41.38503,2.17124,"€€",4
41.3844643211795,2.18173999339342,"€€",4
41.4003767140552,2.16651678085327,"€€",4.5
41.39953673,2.20689744,"€€€",4.5
41.38505,2.15678,"€€",4
41.4008667073392,2.15879065359071,"€",4.5
41.3866386,2.17384,"€€",3.5
41.4003733,2.2022741,"€€",4.5
41.39158,2.16511,"€",4
41.37857,2.191286,"€€€",3.5
41.3757459,2.1876573,"€€€",3.5
41.37193,2.16569,"€€",5
41.3944092,2.16957,"€",4.5
41.3844,2.17027,"€",4.5
41.39902,2.16002,"€€€",4.5
41.4005267,2.157575,"€",4.5
41.3854391,2.164257,"€€",3.5
41.3778999,2.1729599,"€",4.5
41.38586,2.17817,"€€€",4.5
41.3867199,2.18016,"€€",4
41.38198,2.17633,"€€",3.5
41.3838705,2.1817922,"€€",4.5
41.38662,2.17446,"€€",3.5
41.3993533331484,2.15209176567453,"€€",4
41.38508,2.17517,"€€",4
41.401597951988,2.15633511543274,"€",4
41.37826,2.18881,"€€",4
41.3858,2.15713,"€€€€",5
41.38934,2.1705199,"€€",3.5
41.3819518,2.1757278,"€€",4.5
41.3893,2.17897,"€€",4
41.39269,2.16252,"€€€",4.5
41.3841374,2.1699089,"€",4
41.38292,2.16856,"€€",4
41.4037976,2.159753,"€",4.5
41.3789978027344,2.18771433830261,"€€",4.5
41.3879746,2.178735,"€€",4
41.380323,2.179259,"€€€",4
41.37836,2.17655,"€",4
41.37938,2.17618,"€€",3
41.38042,2.16431,"€",4
41.3791395,2.1747747,"€€€",3.5
41.3885357564865,2.16143523523526,"€€€",4.5
41.3918520554889,2.16181922703981,"€€",4
41.3827755258791,2.16851087768728,"€€",4.5
41.39373,2.16904,"€€",4
41.3965912,2.1621699,"€€€",4.5
41.3741673,2.1685778,"€€",4.5
41.3824363,2.1734528,"€",3.5
41.3878065,2.1621361,"€€€",4
41.3935470256354,2.16044712134983,"€€€",4
41.38553,2.1831,"€€",4
41.3848819176406,2.19639231415662,"€€€",4
41.38065,2.16765,"€",4
41.38722,2.16104,"€€",4
41.3838795055812,2.17938026085199,"€€",4
41.38844,2.16135,"€€",3.5
41.4032483,2.1473447,"€€",4.5
41.38496,2.18343,"€€€",5
41.3863399,2.17271,"€€€",4
41.40501,2.15393,"€€",4.5
41.37845,2.17958,"€€€",4.5
41.3819,2.16542,"€",4.5
41.379698,2.175438,"€€",3.5
41.3865527,2.1735036,"€€",4
41.38208,2.17,"€€",4
41.3930092,2.1688399,"€€",4.5
41.3807285,2.1858847,"€€€",4.5
41.3870234,2.1609598,"€€",4.5
41.37507,2.14699,"€€",4
41.3818266,2.1693688,"€€",4
41.3885803,2.1665499,"€",4
41.3911416,2.1657899,"€€€",4
41.4038447519809,2.1480091761963,"€€",4.5
41.39347,2.15017,"€€",4
41.38886,2.15887,"€€€",4.5
41.3873028750928,2.16792562826044,"€€",4.5
41.38206,2.18763,"€€",4
41.39231,2.15882,"€",5
41.39436,2.17023,"€",4
41.38169,2.17875,"€€",4
41.3802014,2.187824,"€€",4.5
41.38809,2.16726,"€€",3
41.3821905,2.1721307,"€€",3.5
41.3852129509892,2.16990762825014,"€€",3.5
41.3910843586936,2.15224670244675,"€€€€",4.5
41.38895,2.17963,"€€€",4
41.3926877,2.1567133,"€€€",4.5
41.3824308655753,2.17193760012365,"€",3.5
41.38279,2.18453,"€€",4
41.37431,2.16375,"€€",4
41.38583,2.17399,"€€",4
41.38454,2.1745,"€€€",3.5
41.38083,2.17734,"€€€",4.5
41.38047,2.17082,"€€",4
41.3811690280864,2.17441671633789,"€",4
41.390506055883,2.1640465805253,"€€",3.5
41.39558,2.16732,"€€",4.5
41.3857562,2.173757,"€€€",4
41.38875,2.13996,"€€",4.5
41.38781,2.1543899,"€€€",4.5
41.382862,2.172024,"€€",4
41.3848144840219,2.17989027500153,"€€",4
41.38136,2.18023,"€",4.5
41.384683659834,2.18032450482494,"€€",4.5
41.3838575,2.1709259,"€€",4
41.3879522848641,2.17617683017985,"€€",4.5
41.397426,2.199096,"€€",4.5
41.4051933288574,2.17360091209412,"€€",4
41.39465,2.16844,"€",4.5
41.37547,2.15627,"€€",4
41.40224,2.1464599,"€€",5
41.3798715,2.1485433,"€€",4.5
41.385886,2.174816,"€",4
41.38114,2.18848,"€€",4
41.4012797,2.1622467,"€€",4.5
41.38988,2.17986,"€€€",4
41.3822908,2.178753,"€€",4
41.38635,2.16671,"€",5
41.38099538,2.15003806,"€€",4.5
41.38271,2.16877,"€€",4.5
41.3763999,2.1405599,"€€€",5
41.38366,2.15375,"€",4
41.40391,2.15833,"€",4
41.39928681241,2.1612671751631,"€€",4.5
41.410637,2.136509,"€€€€",4
41.39441,2.15998,"€€€€",4
41.3865,2.1845,"€€€",4
41.3980825,2.1704567,"€€",4.5
41.3836747,2.1360217,"€€",4
41.3982811,2.1607399,"€€",4
41.3845619242308,2.17985674738884,"€€",4.5
41.3775406,2.18998,"€€",4.5
41.4112898,2.1733337,"€€€",5
41.38906,2.16595,"€€",3.5
41.3818588,2.1687601,"€",3.5
41.37946,2.19096,"€",4.5
41.3820801,2.17943,"€€",4.5
41.3828201,2.17558,"€€",3.5
41.3944375,2.1480312,"€€€",4.5
41.398564,2.153977,"€",5
41.3906387,2.1643142,"€€",4
41.38242,2.1764,"€€",4
41.3906114249292,2.18521734546883,"€€",4.5
41.3965629941058,2.16041696030592,"€€",4.5
41.3793,2.174892,"€€",4
41.379833,2.1642345,"€",4.5
41.4033089,2.1686599,"€",4.5
41.3935967,2.17425570678696,"€",4
41.3792,2.17223,"€",4
41.37674,2.18891,"€€€",4
41.405,2.1736,"€",5
41.3799599,2.17282,"€€€€",5
41.405908315927,2.17837247997522,"€€",4.5
41.38543,2.1819799,"€€",4.5
41.39519,2.15966,"€€",4.5
41.38847,2.18136,"€€€€",4.5
41.3858719,2.1495399,"€€",4.5
41.37579,2.16865,"€€",4
41.38208,2.17455,"€€",3
41.403942,2.172423,"€€",4
41.39333,2.15946,"€€",3.5
41.3833863,2.16862434,"€€€€",3.5
41.4007999,2.1591,"€",3.5
41.38039,2.16796,"€€",4.5
41.3724633024574,2.16135585952452,"€",4.5
41.3904909775614,2.15674476178354,"€€",4.5
41.3943435,2.1535395,"€€",4
41.37368,2.16462,"€",4
41.3935719536956,2.20532904354707,"€€€",4
41.371375,2.160761,"€€€",4.5
41.3833079,2.1775133,"€€",3.5
41.396475547702,2.1663584461781,"€€",4
41.3994484,2.17891,"€",4.5
41.3744614,2.1657311,"€",5
41.3892956,2.1718495,"€€",4
41.3786258872055,2.17032621344724,"€€",4
41.385330375447,2.1966925446822,"€€",3
41.38094,2.17991,"€€",4
41.38635,2.18303,"€",4
41.3866111,2.1324936,"€€",4
41.385173,2.178197,"€",4.5
41.40382,2.17292,"€",4
41.3908,2.17054,"€€€",4.5
41.3912,2.1577,"€€",4
41.3799732,2.1767176,"€",4.5
41.3760967,2.189177,"€",4
41.3736485931607,2.15498059988022,"€",4
41.3906463634764,2.16435949038916,"€€",3.5
41.3731689,2.1659601,"€",4.5
41.3869329569058,2.14782856987051,"€€",4.5
41.39161,2.1751999,"€€",4.5
41.39273,2.1631999,"€€",3.5
41.3804616,2.1752686,"€€",3
41.4021567,2.1738092,"€",3.5
41.38375,2.18166,"€€€",4.5
41.3810369,2.1674415,"€",4
41.3761016,2.15430871,"€€€",4.5
41.40227,2.17046,"€€",4
41.39318,2.14724,"€€",4.5
41.3871155,2.1612035,"€€",4
41.3732768,2.1654125,"€",4.5
41.3840912,2.1828502,"€€",4
41.3964574274386,2.16667054224537,"€€",4.5
41.3803183202129,2.18597788363695,"€€€",3.5
41.3879975,2.1804371,"€€",4.5
41.3894499,2.1501199,"€€",4.5
41.38434,2.1705899,"€€",2.5
41.3913881613736,2.16541491888204,"€€",3.5
41.38471,2.18002,"€€€",4
41.3903936,2.1568674,"€€€",5
41.3794289,2.1371701,"€",4.5
41.384853832805,2.1960673021455,"€€€",3.5
41.3884539594887,2.20060549391935,"€€",3.5
41.3955,2.1632699,"€€",4
41.39405,2.14747,"€€",4.5
41.3974204670642,2.17257961341666,"€€",4
41.3840999,2.17799,"€",4
41.379879,2.17571,"€€",3.5
41.3989657,2.178665,"€€",4
41.3885635,2.1604473,"€€",4
41.3879,2.16014,"€",4.5
41.3798,2.15922,"€",5
41.38722,2.20293,"€€",3.5
41.3901173185137,2.15703643311781,"€€€€",4
41.40327,2.15742,"€",4
41.384248,2.1700237,"€",4
41.3855989001873,2.1581596135897,"€€",4
41.3973301641085,2.16101779557019,"€€",4
41.4011688,2.1548901,"€€",5
41.38987,2.17383,"€",5
41.3828699,2.1745899,"€€",3.5
41.3832,2.17773,"€€",3.5
41.3774456,2.1636983,"€€",4.5
41.3817728,2.1801335,"€€€",4.5
41.392996,2.150149,"€€",4.5
41.37424,2.15456,"€€€€",4
41.3855168770089,2.19699389996332,"€€",3
41.3806845634421,2.17990730032264,"€€",4
41.37733,2.18975,"€€",4.5
41.3817,2.18856,"€€€",4
41.3777230673288,2.19020437449217,"€",5
41.402851,2.158904,"€",4
41.38865,2.15811,"€€",4
41.38138,2.18339,"€€",4
41.39474,2.15563,"€€",4
41.37318,2.16002,"€€",4.5
41.3878674,2.1589004,"€€",3.5
41.4085821,2.1751734,"€",4
41.3833715,2.1803139,"€€€",4
41.3876703,2.1602973,"€€",4
41.396923646103,2.1663845013802,"€€",4
41.43047,2.17187,"€€",4
41.380619,2.1793301,"€€€",4
41.3820686,2.1840401,"€€€",4.5
41.38657,2.18023,"€",5
41.3811112,2.187185,"€€",3.5
41.3823713545186,2.16866254806519,"€€€€",4.5
41.3836291550603,2.18061983585358,"€€",3.5
41.3951245761095,2.14638579636812,"€€",4.5
41.40225,2.175,"€€",4
41.3956049266169,2.14875113230696,"€€€",3.5
41.3844862,2.1647295,"€",4
41.3823575,2.1686503,"€€",4
41.38322,2.16833,"€",4
41.3928370233038,2.16944307088852,"€€",4
41.40446,2.15456,"€€",4.5
41.38951,2.16057,"€€",4
41.38215,2.17107,"€€",4
41.37938,2.16805,"€€",4
41.3970399,2.16699,"€€",4.5
41.3911770176811,2.19111406005106,"€€",4.5
41.3981366968215,2.15713236078261,"€€€",4
41.40292,2.15368,"€€",4
41.3800224,2.1796966,"€€",4.5
41.37759,2.17805,"€€",4.5
41.3755,2.18901,"€€€",4
41.3819241,2.168686,"€",4
41.38468,2.17002,"€€",4
41.38503,2.17673,"€€",3
41.37991,2.16344,"€€",4.5
41.3844562,2.1820648,"€€€",4
41.38113,2.13582,"€€",4.5
41.3940307981914,2.1790768308094,"€€",4.5
41.39686592,2.15623386,"€€€",4.5
41.3891599,2.16265,"€€€",3.5
41.38234,2.17561,"€€",4
41.3877087399231,2.16245021481927,"€€€",4
41.3805618,2.1881001,"€€",4.5
41.4069025499748,2.15072795221897,"€€€€",4.5
41.39983,2.17143,"€",4
41.3854,2.18341,"€€",3.5
41.4025764465332,2.17420387268066,"€",4.5
41.3797695377269,2.16813690754647,"€€",4.5
41.40908888,2.1793651,"€€",4.5
41.3861196018588,2.18007234232789,"€€",3.5
41.38051,2.17161,"€€",3.5
41.3833416,2.1834082,"€€",4
41.3962544,2.1694099,"€",4.5
41.3759575,2.1679378,"€€€€",4.5
41.38571,2.17375,"€€",3.5
41.39367711,2.16912556,"€€",4
41.38619,2.18111,"€€",5
41.3848396,2.1666024,"€€",3.5
41.4061317,2.1597199,"€€",5
41.38692,2.16595,"€€",3.5
41.3891,2.17246,"€",3.5
41.39864,2.16123,"€",3.5
41.375166,2.1445772,"€€",4
41.38409,2.18425,"€",4.5
41.3832694,2.1779204,"€",3.5
41.3906121,2.1588351,"€",4
41.38136,2.17634,"€€",3
41.38217594,2.17011017,"€€",4
41.3832662,2.1780977,"€",4
41.3841671,2.1831114,"€€",4
41.40558,2.17061,"€€",5
41.3852678,2.1631497,"€",4
41.37643,2.16236,"€€",4
41.39436,2.15664,"€€",4
41.39379,2.15137,"€€",4
41.3863716,2.1781499,"€€",4
41.3925848,2.1656723,"€€",3.5
41.38979,2.1638099,"€€",3.5
41.385683,2.1541069,"€€",4
41.39719,2.16719,"€€",5
41.37986,2.1727,"€€",4
41.39269,2.17305,"€€",5
41.4039004,2.1568802,"€€",4
41.383972,2.172182,"€",3.5
41.39778,2.16929,"€€€",5
41.38873,2.15822,"€€",4
41.391,2.1534399,"€€",4.5
41.3938599,2.16503,"€€",4
41.37718,2.16303,"€€",5
41.39563,2.1625,"€€",3.5
41.3780563537998,2.16994635582209,"€€€",4
41.4042908,2.1578742,"€€",3.5
41.3860051,2.1805666,"€€",4
41.38896,2.16608,"€€",3.5
41.40264,2.1587067,"€",3.5
41.39311016,2.16836482,"€€",4
41.38943,2.17064,"€€",3.5
41.3841759,2.1767908,"€",4.5
41.3767354986042,2.19044143068845,"€€",4
41.4000808462159,2.1711947,"€",5
41.3771457429304,2.18861741163937,"€€",3.5
41.3822083,2.1741948,"€",4.5
41.38727,2.15592,"€€",4.5
41.3869508456736,2.15693841817244,"€€",4
41.3761313,2.1617717,"€€",3.5
41.38415,2.1817,"€€€€",5
41.3880399,2.18065,"€€",4.5
41.376009,2.189261,"€€",4.5
41.38052,2.18061,"€",4.5
41.3744045597589,2.16260999352335,"€€€",4.5
41.37421,2.16323,"€€",5
41.3730330381405,2.1664178242195,"€€",4
41.3869898,2.1824091,"€€",4
41.39719,2.1817,"€",4
41.3857,2.16609,"€",3.5
41.3836,2.17148,"€€€",3
41.3950859,2.1595207,"€€",5
41.381911,2.1557213,"€€",4.5
41.40488,2.15579,"€€",4
41.3830033214929,2.16995595581533,"€€",4
41.3799019,2.18799,"€€",4
41.3922574,2.1616139,"€€",4
41.3601303,2.1279299,"€€",5
41.38593,2.15902,"€€",4
41.38358,2.16318,"€",3.5
41.3897195842531,2.17668201774359,"€",4.5
41.3767,2.1608,"€€€",4.5
41.40045,2.14993,"€€€",4.5
41.39929,2.20375,"€",3.5
41.37904,2.189527,"€",4.5
41.38467,2.16948,"€",4
41.39387,2.16328,"€€",4
41.3836259,2.1790174,"€€",3
41.3865067,2.1731652,"€€",4
41.3818199270903,2.18386698514223,"€€€",4
41.3761902,2.1533599,"€€",5
41.38015,2.1628,"€€",4
41.37975,2.16626,"€€",4
41.39799,2.14927,"€€€",4
41.3895371832481,2.16049722145521,"€",4
41.3919,2.16444,"€€",3.5
41.382,2.1511999,"€€€€",4.5
41.4182506216784,2.15751932817903,"€",4.5
41.384595,2.180062,"€€€",4.5
41.37661,2.13832,"€€",4
41.39213,2.15454,"€€€",4.5
41.3848915,2.16697,"€",3.5
41.3909499,2.18994,"€",4.5
41.38203,2.17531,"€",4
