"latitude","longitude","price"
41.4088862115803,2.1855453256058,130
41.4041967848191,2.17305771774025,320
41.4056041572247,2.19820512273065,33
41.4014519540478,2.15644651441653,31
41.4109694095544,2.17070120648716,42
41.4109004263265,2.1708189126808,53
41.3873058071803,2.1590718216113,70
41.4094976756246,2.1593760044264,65
41.409282448809,2.16111763681882,90
41.4046358122607,2.16953793147245,140
41.3957575836811,2.1743191844528,100
41.3791695359138,2.17554592055593,500
41.3902923719294,2.15267766554009,40
41.3905840873168,2.1518967916795,30
41.3914670617914,2.15118482746504,30
41.3907523177243,2.1507170864108,45
41.3790640479799,2.19141437417749,31
41.3955966811332,2.16760658268267,95
41.4047059679491,2.17012007694233,180
41.3877615218856,2.1778245041532,43
41.3731511092712,2.16640060330388,35
41.4063065565937,2.169447556785,140
41.3982067323958,2.1796556814819,180
41.4109900475678,2.18118831179596,75
41.3890083942644,2.16551626373123,105
41.3832209827163,2.18233975058218,150
41.391610263782,2.1508902192327,85
41.3807198886289,2.17810891163502,47
41.378284332844,2.17080496983287,44
41.4090524496748,2.21243398228027,90
41.4183680946522,2.1341916057618,250
41.397403756066,2.17682021492608,110
41.3903795331579,2.17606331616563,390
41.3983741338673,2.20623435235828,1000
41.3842225740304,2.16700922618398,120
41.3719634092421,2.16385514859934,189
41.3749645884717,2.14606108159846,170
41.4050646961769,2.1708111675811,300
41.3910768231234,2.16520948080372,105
41.3716286617819,2.16590995723064,65
41.3733545787133,2.16165150025623,65
41.3825501592634,2.16836459647379,65
41.4043852113906,2.17777254897485,113
41.4082507810781,2.18729143081299,120
41.40476516722,2.20263959725626,139
41.3822728372316,2.16140985655994,48
41.3781533827876,2.16894289793616,300
41.3937650748091,2.17950357574823,65
41.3852019206027,2.16902169661842,43
41.4058465201912,2.16887978202408,18
41.3838972586277,2.18011476094835,53
41.4090567058275,2.16538504717019,40
41.3798334135315,2.19249385206026,50
41.391188648609,2.15641459673148,20
41.4286433834772,2.0915858946845,220
41.4027042763209,2.16725286641144,90
41.4036824665959,2.1666413679937,90
41.4025065690447,2.16507661674239,90
41.3804471276565,2.17928522117148,90
41.405491464975,2.17368257943629,200
41.3941805883781,2.17474292524336,49
41.4074546965314,2.1740073609984,220
41.3987297451541,2.15503961079712,80
41.4059280280032,2.17574725087069,230
41.3796920612803,2.16531797576348,59
41.3973825602142,2.18398243169576,51
41.3829696524172,2.17067188846609,26
41.3724243336865,2.13636643285728,36
41.4064595156909,2.21282136304152,36
41.3984147745368,2.2061297826662,80
41.3726039055626,2.16670215581493,60
41.3884596733502,2.12350802096299,35
41.4076428792911,2.17572915187419,250
41.382255182832,2.158982192258,49
41.4231821239914,2.17500768436465,15
41.3969789555538,2.1838011226541,60
41.3779935602151,2.17280711917495,50
41.3910600977959,2.15089799623613,39
41.4053213936559,2.17427032234022,149
41.391055052914,2.17662223408858,160
41.3867321597161,2.1838729207995,300
41.3834050425845,2.17256758062828,60
41.4009868334065,2.16293870889751,182
41.4069577296727,2.18711186007468,105
41.4082785672012,2.18622146800745,115
41.3842991467517,2.16799430976503,23
41.4061611679108,2.17423122413255,149
41.4335085362207,2.19424488382319,22
41.4348400807928,2.19234287629754,20
41.3715074735505,2.13606736290731,27
41.3984718357732,2.16452135651985,50
41.4084632961152,2.2042019020925,54
41.3805890274608,2.16882738711286,55
41.3828148522612,2.18148341306486,70
41.3819850659304,2.17357161655212,60
41.4067127004113,2.16716693407843,16
41.4107626829559,2.19078015984069,44
41.3932609430714,2.17385628251303,33
41.3817979346984,2.16527175464866,40
41.3936751292841,2.17614179721194,316
41.3900875123127,2.1258750921724,46
41.3847183489777,2.18149101157348,85
41.4384586327322,2.15559649085395,20
41.4143149941409,2.21686335273105,20
41.4102578912828,2.15622825439297,130
41.3879634050174,2.15945574490964,310
41.4062543403321,2.17511788253774,220
41.4073542327104,2.21293686044987,190
41.3969008005653,2.18230091699283,75
41.3833626402623,2.15853030526776,35
41.388019727138,2.1730056353958,100
41.3983950607155,2.15800965537387,89
41.374059929601,2.1652367579927,120
41.41057510913,2.1738903293357,80
41.3788583378009,2.16883926684373,49
41.3989468740824,2.15742207532564,77
41.3877143969875,2.17630332106901,40
41.4129966521138,2.15899846085159,55
41.3881767061601,2.17571017021695,40
41.3717123202543,2.16412414757809,35
41.3848417890728,2.1779576682073,42
41.3976464479947,2.20739455800856,30
41.4101068811578,2.16181746545887,165
41.3974542331035,2.15489923881925,95
41.3746637782112,2.13028536676461,40
41.3991823059165,2.1751954169898,140
41.3908844102883,2.16465720343609,195
41.3989543378121,2.18299820547593,48
41.4057087931058,2.17505210801729,149
41.3862222923133,2.18131373078908,50
41.396071080196,2.14533623000643,120
41.3829495851879,2.18791399871789,73
41.3856384472528,2.14382129996905,140
41.3873161781812,2.17367121954453,65
41.3895674256549,2.16249506921278,44
41.4153067546494,2.20068913409707,80
41.4144600983104,2.13945054129198,23
